row.id,abstract.id,TaskforceAllocation,FulltextTopicIdentifier,FulltextReviewer,title,author,journal,volume,number,pages,year,doi,,,,,,
76,MA163,Interspecific,host-symbiont,LKL,Genetic and genomic evidence of niche partitioning and adaptive radiation in mountain pine beetle fungal symbionts,"Alayon, Dario I. Ojeda and Tsui, Clement K. M. and Feau, Nicolas and Capron, Arnaud and Dhillon, Braham and Zhang, Yiyuan and Alamouti, Sepideh Massoumi and Boone, Celia K. and Carroll, Allan L. and Cooke, Janice E. K. and Roe, Amanda D. and Sperling, Felix A. H. and Hamelin, Richard C.",MOLECULAR ECOLOGY,26,"7, SI",2077-2091,2017,10.1111/mec.14074,,,,,,
102,MA222,Interspecific,host-symbiont,LKL,Intraspecific variation in allelochemistry determines an invasive species' impact on soil microbial communities,"Lankau, Richard A.",OECOLOGIA,165,2,453-463,2011,10.1007/s00442-010-1736-8,,,,,,
120,MA268,Interspecific,host-symbiont; predator-prey,LKL,Parallel and nonparallel behavioural evolution in response to parasitism and predation in Trinidadian guppies,"Jacquin, L. and Reader, S.M. and Boniface, A. and Mateluna, J. and Patalas, I. and Prez-Jvostov, F. and Hendry, A.P.",Journal of evolutionary biology,29,7,1406-1422,2016,10.1111/jeb.12880,,,,,,
125,MA280,Interspecific,host-symbiont,LKL,"Plant and insect microbial symbionts alter the outcome of plantherbivoreparasitoid interactions: implications for invaded, agricultural and natural systems","Bennett, A.E. and Millar, N.S. and Gedrovics, E. and Karley, A.J.",Journal of Ecology,104,6,1734-1744,2016,10.1111/1365-2745.12620,,,,,,
126,MA281,Interspecific,plant-animal,LKL,Plant biotic interactions in the Sonoran desert: Current knowledge and future research perspectives,"Franklin, K.A. and Sommers, P.N. and Aslan, C.E. and Lpez, B.R. and Bronstein, J.L. and Bustamante, E. and Brquez, A. and Medelln, R.A. and Marazzi, B.",International Journal of Plant Sciences,177,3,217-234,2016,10.1086/684261,,,,,,
131,MA290,Interspecific,host-symbiont,LKL,Population-specific responses to an invasive species,"Reichard, M. and Douda, K. and Przybyski, M. and Popa, O.P. and Karbanov, E. and Matasov, K. and Rylkov, K. and Polaik, M. and Blaek, R. and Smith, C.",Proceedings of the Royal Society B: Biological Sciences,282,1812,01-Aug,2015,10.1098/rspb.2015.1063,,,,,,
137,MA303,Interspecific,host-symbiont,LKL,Regional collapse of symbiotic specificity between lucanid beetles and canestriniid mites,"Okabe, K. and Masuya, H. and Kanzaki, N. and Taki, H.",Naturwissenschaften,99,11,959-965,2012,10.1007/s00114-012-0979-0,,,,,,
144,MA326,Interspecific,host-symbiont,LKL,Small-scale spatial heterogeneity in infection levels by symbionts of the amphipod Talorchestia quoyana (Talitridae),"Poulin, R and Rate, SR",MARINE ECOLOGY PROGRESS SERIES,212,NA,211-216,2001,10.3354/meps212211,,,,,,
29,MA63,Modelling,n/a,MW,Competitive altruism: from reciprocity to the handicap principle,"Roberts, G",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,265,1394,427-431,1998,10.1098/rspb.1998.0312,,,,,,
42,MA84,Modelling,n/a,MW,Culture and the evolution of social learning,"Flinn, MV",EVOLUTION AND HUMAN BEHAVIOR,18,1,23-67,1997,10.1016/S1090-5138(96)00046-3,,,,,,
51,MA108,Modelling,n/a,MW,Dominant and subordinate outside options alter help and eviction in a pay-to-stay negotiation model,"Hellmann, Jennifer K. and Hamilton, Ian M.",BEHAVIORAL ECOLOGY,29,3,553-562,2018,10.1093/beheco/ary006,,,,,,
61,MA126,Modelling,n/a,MW,Evolution of equal division among unequal partners,"Debove, Stephane and Baumard, Nicolas and Andre, Jean-Baptiste",EVOLUTION,69,2,561-569,2015,10.1111/evo.12583,,,,,,
62,MA127,Modelling,n/a,MW,Evolution Of Helping And Harming In Heterogeneous Groups,"Rodrigues, A.M.M. and Gardner, A.",Evolution,67,8,2284-2298,2013,10.1111/evo.12110,,,,,,
94,MA205,Modelling,n/a,MW,Information use and resource competition: An integrative framework,"Lee, A.E.G. and Ounsley, J.P. and Coulson, T. and Marcus Rowcliffe, J. and Cowlishaw, G.",Proceedings of the Royal Society B: Biological Sciences,283,1825,NA,2016,10.1098/rspb.2015.2550,,,,,,
147,MA334,Modelling,n/a,MW,Social heterosis and the maintenance of genetic diversity,"Nonacs, P. and Kapheim, K.M.",Journal of Evolutionary Biology,20,6,2253-2265,2007,10.1111/j.1420-9101.2007.01418.x,,,,,,
162,MA363,Modelling,n/a,MW,The behavioural ecology of personality: consistent individual differences from an adaptive perspective,"Dall, SRX and Houston, AI and McNamara, JM",ECOLOGY LETTERS,7,8,734-739,2004,10.1111/j.1461-0248.2004.00618.x,,,,,,
167,MA372,Modelling,n/a,MW,The evolution of cooperation by negotiation in a noisy world,"Ito, K. and McNamara, J. M. and Yamauchi, A. and Higginson, A. D.",JOURNAL OF EVOLUTIONARY BIOLOGY,30,3,603-615,2017,10.1111/jeb.13030,,,,,,
168,MA373,Modelling,n/a,MW,The evolution of cooperative turn-taking in animal conflict,"Franz, M. and Van Der Post, D. and Schlke, O. and Ostner, J.",BMC Evolutionary Biology,11,1,NA,2011,10.1186/1471-2148-11-323,,,,,,
171,MA377,Modelling,n/a,MW,The fundamental role of competition in the ecology and evolution of mutualisms,"Jones, Emily I. and Bronstein, Judith L. and Ferriere, Regis",NA,1256,NA,66-88,2012,10.1111/j.1749-6632.2011.06552.x,,,,,,
186,MA403,Modelling,n/a,MW,Variation and the response to variation as a basis for successful cooperation,"McNamara, J.M. and Leimar, O.",Philosophical Transactions of the Royal Society B: Biological Sciences,365,1553,2627-2633,2010,10.1098/rstb.2010.0159,,,,,,
189,MA406,Modelling,n/a,MW,Viral quasispecies profiles as the result of the interplay of competition and cooperation,"Arbiza, J. and Mirazo, S. and Fort, H.",BMC Evolutionary Biology,10,1,NA,2010,10.1186/1471-2148-10-137,,,,,,
12,MA25,Interspecific,competition-cooperation,NC,Arginine vasotocin modulates associative learning in a mutualistic cleaner fish,"Cardoso, Sonia C. and Bshary, Redouan and Mazzei, Renata and Paitio, Jose R. and Oliveira, Rui F. and Soares, Marta C.",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,69,7,1173-1181,2015,10.1007/s00265-015-1931-z,,,,,,
73,MA159,Interspecific,plant-animal,NC,From species to individuals: does the variation in ant-plant networks scale result in structural and functional changes?,"Koch, Elmo B. A. and Dattilo, Wesley and Camarota, Flavio and Vasconcelos, Heraldo L.",POPULATION ECOLOGY,60,4,309-318,2018,10.1007/s10144-018-0634-5,,,,,,
74,MA160,Interspecific,plant-animal,NC,Functional consequences of plant-animal interactions along the mutualism-antagonism gradient,"Rodrguez-Rodrguez, M.C. and Jordano, P. and Valido, A.",Ecology,98,5,1266-1276,2017,10.1002/ecy.1756,,,,,,
75,MA162,Interspecific,plant-animal,NC,Gender- and sequence-dependent predation within group colonizers of defended plants: a constraint on cheating among bark beetles?,"Aukema, BH and Raffa, KF",OECOLOGIA,138,2,253-258,2004,10.1007/s00442-003-1433-y,,,,,,
80,MA175,Interspecific,predator-prey,NC,Heritable variation in prey defence provides refuge for subdominant predators,"Lenhart, Paul A. and Jackson, Kelly A. and White, Jennifer A.",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,285,1879,NA,2018,10.1098/rspb.2018.0523,,,,,,
89,MA199,Interspecific,predator-prey,NC,Individual interaction data are required in community ecology: a conceptual review of the predator-prey mass ratio and more,"Nakazawa, Takefumi",ECOLOGICAL RESEARCH,32,1,05-Dec,2017,10.1007/s11284-016-1408-1,,,,,,
153,MA344,Interspecific,competition-cooperation,NC,Spatial consequences for dolphins specialized in foraging with fishermen,"Cantor, Mauricio and Simoes-Lopes, Paulo C. and Daura-Jorge, Fabio G.",ANIMAL BEHAVIOUR,139,NA,19-27,2018,10.1016/j.anbehav.2018.03.002,,,,,,
155,MA351,Interspecific,host-symbiont,NC,State-dependent parasitism by a facultative parasite of fruit flies,"Luong, L.T. and Brophy, T. and Stolz, E. and Chan, S.J.",Parasitology,144,11,1468-1475,2017,10.1017/S0031182017000890,,,,,,
163,MA367,Interspecific,host-symbiont,NC,The distribution of Symbiodinium diversity within individual host foraminifera,"Fay, S.A. and Weber, M.X. and Lipps, J.H.",Coral Reefs,28,3,717-726,2009,10.1007/s00338-009-0511-y,,,,,,
172,MA379,Interspecific,host-symbiont,NC,The hoopoe's uropygial gland hosts a bacterial community influenced by the living conditions of the bird,"Rodrguez-Ruano, S.M. and Martn-Vivaldi, M. and Martn-Platero, A.M. and Lpez-Lpez, J.P. and Peralta-Snchez, J.M. and Ruiz-Rodrguez, M. and Soler, J.J. and Valdivia, E. and Martnez-Bueno, M.",PLoS ONE,10,10,NA,2015,10.1371/journal.pone.0139734,,,,,,
177,MA389,Interspecific,host-symbiont,NC,The ubiquitous and varied role of infection in the lives of animals and plants,"Moran, NA",AMERICAN NATURALIST,160,S,S1-S8,2002,10.1086/342113,,,,,,
191,MA409,Interspecific,competition-cooperation,NC,When mutualisms matter: Rhizobia effects on plant communities depend on host plant population and soil nitrogen availability,"Keller, Kane R. and Lau, Jennifer A.",JOURNAL OF ECOLOGY,106,3,1046-1056,2018,10.1111/1365-2745.12938,,,,,,
192,MA411,Interspecific,host-symbiont,NC,"Wolbachia requirement for oogenesis: occurrence within the genus Asobara (Hymenoptera, Braconidae) and evidence for intraspecific variation in A-tabida","Dedeine, F and Bouletreau, M and Vavre, F",HEREDITY,95,5,394-400,2005,10.1038/sj.hdy.6800739,,,,,,
23,MA48,Intraspecific,competition-cooperation,NL,Coalitions destabilize dyadic dominance relationships in male Barbary macaques (Macaca sylvanus),"Berghaenel, Andreas and Ostner, Julia and Schuelke, Oliver",BEHAVIOUR,148,Nov-13,1257-1275,2011,10.1163/000579511X600628,,,,,,
40,MA81,Intraspecific,competition-cooperation,NL,Cooperative personalities and social niche specialization in female meerkats,"Carter, A.J. and English, S. and Clutton-Brock, T.H.",Journal of Evolutionary Biology,27,5,815-825,2014,10.1111/jeb.12358,,,,,,
65,MA136,Intraspecific,competition-cooperation,NL,"Exploration is dependent on reproductive state, not social state, in a cooperatively breeding bird","Edwards, Hannah A. and Dugdale, Hannah L. and Richardson, David S. and Komdeur, Jan and Burke, Terry",BEHAVIORAL ECOLOGY,27,6,1889-1896,2016,10.1093/beheco/arw119,,,,,,
81,MA180,Intraspecific,competition-cooperation,NL,Hormonal underpinnings of status conflict: Testosterone and cortisol are related to decisions and satisfaction in the hawk-dove game,"Mehta, Pranjal H. and DesJardins, Nicole M. Lawless and van Vugt, Mark and Josephs, Robert A.",HORMONES AND BEHAVIOR,92,SI,141-154,2017,10.1016/j.yhbeh.2017.03.009,,,,,,
105,MA227,Intraspecific,competition-cooperation,NL,Kinetics of aggregate formation in social insects,"Nicolis, S.C.",Bulletin of Mathematical Biology,69,7,2387-2403,2007,10.1007/s11538-007-9224-y,,,,,,
106,MA228,Intraspecific,competition-cooperation,NL,Large-scale regional variation in cooperation and conflict among queens of the desert ant Messor pergandei,"Helms, K.R. and Helms Cahan, S.",Animal Behaviour,84,3,499-507,2012,10.1016/j.anbehav.2012.05.019,,,,,,
123,MA274,Intraspecific,competition-cooperation,NL,Patterns of participation and free riding in territorial conflicts among ringtailed lemurs (Lemur catta),"Nunn, C.L. and Deaner, R.O.",Behavioral Ecology and Sociobiology,57,1,50-61,2004,10.1007/s00265-004-0830-5,,,,,,
124,MA275,Intraspecific,competition-cooperation,NL,Personality and density affect nest defence and nest survival in the great tit,"Vrublevska, J. and Krama, T. and Rantala, M.J. and Mierauskas, P. and Freeberg, T.M. and Krams, I.A.",Acta Ethologica,18,2,111-120,2015,10.1007/s10211-014-0191-7,,,,,,
130,MA287,Intraspecific,competition-cooperation,NL,Policing and punishment across the domains of social evolution,"Singh, M. and Boomsma, J.J.",Oikos,124,8,971-982,2015,10.1111/oik.02064,,,,,,
136,MA301,Intraspecific,competition-cooperation,NL,Reconciling with Valuable Partners by Longtailed Macaques,"Cords, M. and Thurnheer, S.",Ethology,93,4,315-325,1993,10.1111/j.1439-0310.1993.tb01212.x,,,,,,
182,MA398,Intraspecific,competition-cooperation,NL,Turn-taking ceremonies in a colonial seabird: Does behavioral variation signal individual condition?,"Takahashi, L.S. and Storey, A.E. and Wilhelm, S.I. and Walsh, C.J.",Auk,134,3,530-541,2017,10.1642/AUK-17-26.1,,,,,,
185,MA402,Intraspecific,competition-cooperation,NL,Variance-sensitive green woodhoopoes: A new explanation for sex differences in foraging?,"Wright, J. and Radford, A.N.",Ethology,116,10,941-950,2010,10.1111/j.1439-0310.2010.01811.x,,,,,,
28,MA62,Modelling,n/a,NM,COMPETITION VERSUS COOPERATION - SUCCESS OF INDIVIDUALS FORAGING ALONE AND IN GROUPS,"RANTA, E and RITA, H and LINDSTROM, K",AMERICAN NATURALIST,142,1,42-58,1993,10.1086/285528,,,,,,
30,MA67,Modelling,n/a,NM,Complex network representation of multiagent systems with cooperative and competitive interactions,"Caram, L.F. and Caiafa, C.F. and Proto, A.N.","AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali",92,NA,NA,2014,10.1478/AAPP.92S1B2,,,,,,
36,MA77,Modelling,n/a,NM,Cooperation and conflict in the evolution of individuality .1. Multilevel selection of the organism,"Michod, RE",AMERICAN NATURALIST,149,4,607-645,1997,10.1086/286012,,,,,,
41,MA83,Modelling,n/a,NM,"Crossing scales, crossing disciplines: Collective motion and collective action in the Global Commons","Levin, S.",Philosophical Transactions of the Royal Society B: Biological Sciences,365,1537,13-18,2010,10.1098/rstb.2009.0197,,,,,,
57,MA118,Modelling,n/a,NM,Emergence of ratio-dependent and predator-dependent functional responses for pollination mutualism and seed parasitism,"DeAngelis, DL and Holland, JN",ECOLOGICAL MODELLING,191,03-Apr,551-556,2006,10.1016/j.ecolmodel.2005.06.005,,,,,,
60,MA124,Modelling,n/a,NM,Evolution of culture-dependent discriminate sociality: A gene-culture coevolutionary model,"Ihara, Y.",Philosophical Transactions of the Royal Society B: Biological Sciences,366,1566,889-900,2011,10.1098/rstb.2010.0247,,,,,,
115,MA258,Modelling,n/a,NM,Nomadic-colonial life strategies enable paradoxical survival and growth despite habitat destruction,"Tan, Zong Xuan and Cheong, Kang Hao",ELIFE,6,NA,NA,2017,10.7554/eLife.21673,,,,,,
133,MA294,Modelling,n/a,NM,Private benefits and metabolic conflicts shape the emergence of microbial interdependencies,"Estrela, S. and Morris, J.J. and Kerr, B.",Environmental Microbiology,18,5,1415-1427,2016,10.1111/1462-2920.13028,,,,,,
151,MA340,Modelling,n/a,NM,"Solitary obsession or mnage  trois, but cooperative breeding is never a two-party game","Cockburn, A.",Behavioural Processes,76,2,106-108,2007,10.1016/j.beproc.2006.12.014,,,,,,
165,MA370,Modelling,n/a,NM,The effect of keystone individuals on collective outcomes can be mediated through interactions or behavioral persistence,"Pinter-Wollman, N. and Keiser, C.N. and Wollman, R. and Pruitt, J.N.",American Naturalist,188,2,240-252,2016,10.1086/687235,,,,,,
178,MA390,Modelling,n/a,NM,The varying relationship between helping and individual quality,"Barclay, Pat and Reeve, H. Kern",BEHAVIORAL ECOLOGY,23,4,693-698,2012,10.1093/beheco/ars039,,,,,,
190,MA408,Modelling,n/a,NM,When cooperation begets cooperation: The role of key individuals in galvanizing support,"McAuliffe, K. and Wrangham, R. and Glowacki, L. and Russell, A.F.",Philosophical Transactions of the Royal Society B: Biological Sciences,370,1683,NA,2015,10.1098/rstb.2015.0012,,,,,,
25,MA52,Modelling,n/a,PT,Collective action problem in heterogeneous groups,"Gavrilets, S.",Philosophical Transactions of the Royal Society B: Biological Sciences,370,1683,NA,2015,10.1098/rstb.2015.0016,,,,,,
37,MA78,Modelling,n/a,PT,Cooperation and conflict in the evolution of multicellularity,"Michod, RE and Roze, D",HEREDITY,86,1,01-Jul,2001,10.1046/j.1365-2540.2001.00808.x,,,,,,
39,MA80,Modelling,n/a,PT,Cooperation promotes the evolution of separate sexes from hermaphrodites with unitary growth,"Xu, Ying and Yang, Jiang-Nan",JOURNAL OF THEORETICAL BIOLOGY,341,NA,102-110,2014,10.1016/j.jtbi.2013.09.033,,,,,,
43,MA86,Modelling,n/a,PT,Deciphering the Interdependence between Ecological and Evolutionary Networks,"Melian, Carlos J. and Matthews, Blake and de Andreazzi, Cecilia S. and Rodriguez, Jorge P. and Harmon, Luke J. and Fortuna, Miguel A.",TRENDS IN ECOLOGY \& EVOLUTION,33,7,504-512,2018,10.1016/j.tree.2018.04.009,,,,,,
52,MA109,Modelling,n/a,PT,Dynamics of populations with individual variation in dispersal on bounded domains,"Cantrell, Robert Stephen and Cosner, Chris and Yu, Xiao",JOURNAL OF BIOLOGICAL DYNAMICS,12,1,288-317,2018,10.1080/17513758.2018.1445305,,,,,,
83,MA183,Modelling,n/a,PT,Host-parasite dynamics lead to mixed cooperative games,"Stopka, Pavel and Johnson, Dominic D. P.",FOLIA ZOOLOGICA,61,03-Apr,233-238,2012,NA,,,,,,
91,MA201,Modelling,n/a,PT,Individual variation behind the evolution of cooperation,"Barta, Zoltan",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,371,1687,NA,2016,10.1098/rstb.2015.0087,,,,,,
112,MA245,Modelling,n/a,PT,Modelling the co-evolution of indirect genetic effects and inherited variability,"Marjanovic, Jovana and Mulder, Han A. and Ronnegard, Lars and Bijma, Piter",HEREDITY,121,6,631-647,2018,10.1038/s41437-018-0068-z,,,,,,
148,MA337,Modelling,n/a,PT,Social network theory: new insights and issues for behavioral ecologists,"Sih, Andrew and Hanser, Sean F. and McHugh, Katherine A.",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,63,7,975-988,2009,10.1007/s00265-009-0725-6,,,,,,
149,MA338,Modelling,n/a,PT,Socially mediated speciation,"Hochberg, ME and Sinervo, B and Brown, SP",EVOLUTION,57,1,154-158,2003,10.1554/0014-3820(2003)057{[}0154:SMS]2.0.CO;2,,,,,,
160,MA360,Modelling,n/a,PT,Synthesizing perspectives on the evolution of cooperation within and between species,"Barker, J.L. and Bronstein, J.L. and Friesen, M.L. and Jones, E.I. and Reeve, H.K. and Zink, A.G. and Frederickson, M.E.",Evolution,71,4,814-825,2017,10.1111/evo.13174,,,,,,
170,MA376,Modelling,n/a,PT,The forager's dilemma: Food sharing and food defense as risk-sensitive foraging options,"Dubois, F and Giraldeau, LA",AMERICAN NATURALIST,162,6,768-779,2003,10.1086/379202,,,,,,
183,MA399,Modelling,n/a,PT,Under high stakes and uncertainty the rich should lend the poor a helping hand,"Abou Chakra, Maria and Traulsen, Arne",JOURNAL OF THEORETICAL BIOLOGY,341,NA,123-130,2014,10.1016/j.jtbi.2013.10.004,,,,,,
5,MA9,Interspecific,host-symbiont,RR,Adaptations to endosymbiosis in a Cnidarian-Dinoflagellate association: Differential gene expression and specific gene duplications,"Ganot, P. and Moya, A. and Magnone, V. and Allemand, D. and Furla, P. and Sabourault, C.",PLoS Genetics,7,7,NA,2011,10.1371/journal.pgen.1002187,,,,,,
6,MA10,Interspecific,host-symbiont,RR,Adaptive divergence in a defense symbiosis driven from the top down,"Heath, J.J. and Abbot, P. and Stireman, J.O., III",American Naturalist,192,1,E21-E36,2018,10.1086/697446,,,,,,
31,MA70,Interspecific,host-symbiont,RR,Conditional mutualism between allodynerus delphinalis (Hymenoptera: Vespidae) and ensliniella parasitica (Astigmata: Winterschmidtiidae) may determine maximum parasitic mite Infestation,"Okabe, K. and Makino, S.",Environmental Entomology,39,2,424-429,2010,10.1603/EN09208,,,,,,
47,MA101,Interspecific,host-symbiont,RR,DOES HOST-PLANT QUALITY MEDIATE APHID-ANT MUTUALISM,"BRETON, LM and ADDICOTT, JF",OIKOS,63,2,253-259,1992,10.2307/3545385,,,,,,
84,MA184,Interspecific,host-symbiont,RR,Host-pathogen interaction as a special case of interrelations between organisms,"Linskens, H.F.",Netherlands Journal of Plant Pathology,74,1 Supplement,01-Aug,1968,10.1007/BF01977507,,,,,,
92,MA202,Interspecific,plant-animal,RR,Individual variation in resource use by opossums leading to nested fruit consumption,"Cantor, Mauricio and Pires, Mathias Mistretta and Longo, Guilherme Ortigara and Guimaraes, Jr., Paulo Roberto and Freire Setz, Eleonore Zulnara",OIKOS,122,7,1085-1093,2013,10.1111/j.1600-0706.2012.00070.x,,,,,,
96,MA208,Interspecific,predator-prey,RR,Inspection behaviour and inter-individual cooperation in juvenile qingbo: the effects of prior predator exposure and food deprivation,"Tang, Zhong-Hua and Wu, Qingyi and Fu, Shi-Jian",JOURNAL OF ETHOLOGY,36,2,181-190,2018,10.1007/s10164-018-0550-3,,,,,,
97,MA209,Interspecific,host-symbiont,RR,Inter individual variations of the fish skin microbiota: Host genetics basis of mutualism?,"Boutin, S. and Sauvage, C. and Bernatchez, L. and Audet, C. and Derome, N.",PLoS ONE,9,7,NA,2014,10.1371/journal.pone.0102649,,,,,,
117,MA264,Interspecific,host-symbiont,RR,Ontogenetic shifts in a freshwater cleaning symbiosis: consequences for hosts and their symbionts,"Thomas, Michael J. and Creed, Robert P. and Skelton, James and Brown, Bryan L.",ECOLOGY,97,6,1507-1517,2016,10.1890/15-1443.1,,,,,,
118,MA265,Interspecific,host-symbiont,RR,"Origins, Evolution, and Breakdown of Bacterial Symbiosis","Sachs, J.L.",Encyclopedia of Biodiversity: Second Edition,NA,NA,637-644,2013,10.1016/B978-0-12-384719-5.00382-8,,,,,,
127,MA282,Interspecific,host-symbiont,RR,Plant geographic phenotypic variation drives diversification in its associated community of a phytophagous insect and its parasitoids,"Yu, Hui and Liang, Dan and Tian, Enwei and Zheng, Linna and Kjellberg, Finn",BMC EVOLUTIONARY BIOLOGY,18,NA,NA,2018,10.1186/s12862-018-1239-5,,,,,,
138,MA310,Interspecific,host-symbiont,RR,Rethinking Mutualism Stability: Cheaters and the Evolution of Sanctions,"Frederickson, Megan E.",QUARTERLY REVIEW OF BIOLOGY,88,4,269-295,2013,10.1086/673757,,,,,,
173,MA381,Interspecific,host-symbiont,RR,The nature and taxonomic composition of coral symbiomes as drivers of performance limits in scleractinian corals,"Gates, Ruth D. and Ainsworth, Tracy D.",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,408,"1-2, SI",94-101,2011,10.1016/j.jembe.2011.07.029,,,,,,
3,MA5,Intraspecific,competition-cooperation,UE,A Hypervariable Invertebrate Allodeterminant,"Nicotra, M.L. and Powell, A.E. and Rosengarten, R.D. and Moreno, M. and Grimwood, J. and Lakkis, F.G. and Dellaporta, S.L. and Buss, L.W.",Current Biology,19,7,583-589,2009,10.1016/j.cub.2009.02.040,,,,,,
4,MA8,Intraspecific,competition-cooperation,UE,Adaptations for social cognition in the primate brain,"Platt, M.L. and Seyfarth, R.M. and Cheney, D.L.",Philosophical Transactions of the Royal Society B: Biological Sciences,371,1687,NA,2016,10.1098/rstb.2015.0096,,,,,,
15,MA33,Intraspecific,competition-cooperation,UE,Benefiting friends or dominants: prosocial choices mainly depend on rank position in long-tailed macaques (Macaca fascicularis),"Massen, Jorg J. M. and Luyten, Inge J. A. F. and Spruijt, Berry M. and Sterck, Elisabeth H. M.",PRIMATES,52,3,237-247,2011,10.1007/s10329-011-0244-8,,,,,,
17,MA35,Intraspecific,competition-cooperation,UE,"Between-group competition, intra-group cooperation and relative performance","Cardenas, Juan C. and Mantilla, Cesar",FRONTIERS IN BEHAVIORAL NEUROSCIENCE,9,NA,NA,2015,10.3389/fnbeh.2015.00033,,,,,,
56,MA117,Intraspecific,competition-cooperation,UE,"Elephants, donuts and hamburgers: Young children co-operating to co-operate and co-operating to compete in two primary schools","Maras, P. and Lewis, A. and Simonds, L.",International Journal of Phytoremediation,19,3,245-258,1999,10.1080/0144341990190301,,,,,,
87,MA197,Intraspecific,competition-cooperation,UE,Individual and genetic task specialization in policing behaviour in the European honeybee,"Ernst, U.R. and Cardoen, D. and Cornette, V. and Ratnieks, F.L.W. and de Graaf, D.C. and Schoofs, L. and Verleyen, P. and Wenseleers, T.",Animal Behaviour,128,NA,95-102,2017,10.1016/j.anbehav.2017.04.005,,,,,,
108,MA231,Intraspecific,competition-cooperation,UE,Lethal male-male combat in the parasitoid Melittobia acasta: are size and competitive environment important?,"Reece, Sarah E. and Innocent, Tabitha M. and West, Stuart A.",ANIMAL BEHAVIOUR,74,5,1163-1169,2007,10.1016/j.anbehav.2006.10.027,,,,,,
113,MA246,Intraspecific,competition-cooperation,UE,Models of density-dependent genic selection and a new rock-paper-scissors social system,"Sinervo, Barry and Heulin, Benoit and Surget-Groba, Yann and Clobert, Jean and Miles, Donald B. and Corl, Ammon and Chaine, Alexis and Davis, Alison",AMERICAN NATURALIST,170,5,663-680,2007,10.1086/522092,,,,,,
116,MA263,Intraspecific,competition-cooperation,UE,On the reorganization of fitness during evolutionary transitions in individuality,"Michod, RE and Nedelcu, AM",INTEGRATIVE AND COMPARATIVE BIOLOGY,43,1,64-73,2003,10.1093/icb/43.1.64,,,,,,
152,MA343,Intraspecific,competition-cooperation,UE,Spare to share? How does interindividual variation in metabolic rate influence food sharing in the honeybee?,"Reade, Abbie J. and Dillon, Michael and Naug, Dhruba",JOURNAL OF INSECT PHYSIOLOGY,112,NA,35-38,2019,10.1016/j.jinsphys.2018.11.006,,,,,,
187,MA404,Intraspecific,competition-cooperation,UE,Variation in growth of Damaraland mole-rats is explained by competition rather than by functional specialization for different tasks,"Zottl, M. and Thorley, J. and Gaynor, D. and Bennett, N.C. and Clutton-Brock, T.",Biology Letters,12,12,NA,2016,10.1098/rsbl.2016.0820,,,,,,
188,MA405,Intraspecific,competition-cooperation,UE,Variation in individual investment strategies among social animals,"Komdeur, J.",Ethology,112,8,729-747,2006,10.1111/j.1439-0310.2006.01243.x,,,,,,
